date,product,quantity,price
18/11/2002,D,4,68
19/11/2002,D,10,68
20/11/2002,B,2,66
21/11/2002,E,7,69
22/11/2002,E,8,69
23/11/2002,C,2,67
24/11/2002,A,6,65
25/11/2002,C,4,67
26/11/2002,E,7,69
27/11/2002,A,6,65
28/11/2002,E,8,69
29/11/2002,C,8,67
30/11/2002,B,9,66
1/12/2002,B,6,66
2/12/2002,C,1,67
3/12/2002,A,4,65
4/12/2002,B,3,66
5/12/2002,D,8,68
6/12/2002,F,6,70
7/12/2002,B,10,66
8/12/2002,A,3,65
9/12/2002,C,5,67
10/12/2002,B,6,66
11/12/2002,D,6,68
12/12/2002,D,7,68
13/12/2002,C,4,67
14/12/2002,A,9,65
15/12/2002,C,6,67
16/12/2002,C,8,67
17/12/2002,F,3,70
18/12/2002,B,2,66
19/12/2002,C,6,67
20/12/2002,C,2,67
21/12/2002,F,7,70
22/12/2002,F,9,70
23/12/2002,D,7,68
24/12/2002,F,5,70
25/12/2002,B,4,66
26/12/2002,E,6,69
27/12/2002,A,8,65
28/12/2002,E,7,69
29/12/2002,B,2,66
30/12/2002,A,7,65
31/12/2002,D,9,68
1/01/2003,C,3,67
2/01/2003,A,2,65
3/01/2003,D,5,68
4/01/2003,A,7,65
5/01/2003,D,2,68
6/01/2003,E,7,69
7/01/2003,C,10,67
8/01/2003,C,8,67
9/01/2003,F,6,70
10/01/2003,F,5,70
11/01/2003,C,10,67
12/01/2003,A,9,65
13/01/2003,B,3,66
14/01/2003,D,9,68
15/01/2003,E,9,69
16/01/2003,D,2,68
17/01/2003,A,7,65
18/01/2003,D,4,68
19/01/2003,C,4,67
20/01/2003,F,2,70
21/01/2003,B,1,66
22/01/2003,D,3,68
23/01/2003,E,3,69
24/01/2003,F,2,70
25/01/2003,F,3,70
26/01/2003,F,10,70
27/01/2003,D,6,68
28/01/2003,A,4,65
29/01/2003,A,4,65
30/01/2003,F,7,70
31/01/2003,F,4,70
1/02/2003,E,10,69
2/02/2003,E,2,69
3/02/2003,F,2,70
4/02/2003,E,2,69
5/02/2003,B,1,66
6/02/2003,A,4,65
7/02/2003,F,2,70
8/02/2003,F,6,70
9/02/2003,A,7,65
10/02/2003,B,9,66
11/02/2003,C,7,67
12/02/2003,B,2,66
13/02/2003,A,3,65
14/02/2003,E,4,69
15/02/2003,C,3,67
16/02/2003,F,5,70
17/02/2003,C,8,67
18/02/2003,E,9,69
19/02/2003,F,9,70
20/02/2003,C,7,67
21/02/2003,E,7,69
22/02/2003,D,8,68
23/02/2003,C,2,67
24/02/2003,F,10,70
25/02/2003,E,3,69
26/02/2003,D,6,68
27/02/2003,E,2,69
28/02/2003,E,9,69
1/03/2003,A,10,65
2/03/2003,B,9,66
3/03/2003,E,8,69
4/03/2003,D,3,68
5/03/2003,C,6,67
6/03/2003,F,5,70
7/03/2003,D,10,68
8/03/2003,A,6,65
9/03/2003,F,7,70
10/03/2003,E,6,69
11/03/2003,B,3,66
12/03/2003,D,5,68
13/03/2003,B,9,66
14/03/2003,E,6,69
15/03/2003,B,1,66
16/03/2003,D,10,68
17/03/2003,A,10,65
18/03/2003,C,9,67
19/03/2003,C,9,67
20/03/2003,D,2,68
21/03/2003,A,5,65
22/03/2003,A,7,65
23/03/2003,F,8,70
24/03/2003,A,1,65
25/03/2003,D,1,68
26/03/2003,D,10,68
27/03/2003,B,3,66
28/03/2003,F,2,70
29/03/2003,E,10,69
30/03/2003,A,10,65
31/03/2003,F,1,70
1/04/2003,A,8,65
2/04/2003,A,4,65
3/04/2003,A,10,65
4/04/2003,B,9,66
5/04/2003,E,7,69
6/04/2003,D,9,68
7/04/2003,A,3,65
8/04/2003,E,6,69
9/04/2003,D,8,68
10/04/2003,C,3,67
11/04/2003,A,2,65
12/04/2003,D,7,68
13/04/2003,D,2,68
14/04/2003,E,2,69
15/04/2003,C,10,67
16/04/2003,E,10,69
17/04/2003,A,3,65
18/04/2003,C,4,67
19/04/2003,B,10,66
20/04/2003,C,9,67
21/04/2003,D,9,68
22/04/2003,A,5,65
23/04/2003,F,7,70
24/04/2003,F,10,70
25/04/2003,D,9,68
26/04/2003,F,10,70
27/04/2003,C,8,67
28/04/2003,B,5,66
29/04/2003,E,9,69
30/04/2003,B,10,66
1/05/2003,B,8,66
2/05/2003,C,5,67
3/05/2003,D,6,68
4/05/2003,A,10,65
5/05/2003,D,2,68
6/05/2003,F,10,70
7/05/2003,E,2,69
8/05/2003,C,6,67
9/05/2003,A,9,65
10/05/2003,D,3,68
11/05/2003,E,1,69
12/05/2003,F,4,70
13/05/2003,E,8,69
14/05/2003,A,3,65
15/05/2003,B,10,66
16/05/2003,D,4,68
17/05/2003,A,7,65
18/05/2003,A,9,65
19/05/2003,E,3,69
20/05/2003,C,7,67
21/05/2003,E,10,69
22/05/2003,D,1,68
23/05/2003,E,2,69
24/05/2003,B,7,66
25/05/2003,E,4,69
26/05/2003,E,1,69
27/05/2003,D,1,68
28/05/2003,B,8,66
29/05/2003,D,6,68
30/05/2003,B,5,66
31/05/2003,C,5,67
1/06/2003,E,4,69
2/06/2003,A,6,65
3/06/2003,D,7,68
4/06/2003,F,6,70
5/06/2003,C,10,67
6/06/2003,D,1,68
7/06/2003,C,3,67
8/06/2003,D,2,68
9/06/2003,B,1,66
10/06/2003,B,6,66
11/06/2003,D,5,68
12/06/2003,C,9,67
13/06/2003,D,4,68
14/06/2003,F,8,70
15/06/2003,D,6,68
16/06/2003,E,2,69
17/06/2003,E,2,69
18/06/2003,B,4,66
19/06/2003,C,10,67
20/06/2003,B,2,66
21/06/2003,D,7,68
22/06/2003,D,8,68
23/06/2003,F,9,70
24/06/2003,C,2,67
25/06/2003,F,2,70
26/06/2003,B,7,66
27/06/2003,F,7,70
28/06/2003,B,5,66
29/06/2003,B,8,66
30/06/2003,F,1,70
1/07/2003,E,2,69
2/07/2003,E,10,69
3/07/2003,B,4,66
4/07/2003,B,7,66
5/07/2003,A,8,65
6/07/2003,D,9,68
7/07/2003,A,7,65
8/07/2003,D,10,68
9/07/2003,B,10,66
10/07/2003,F,7,70
11/07/2003,A,9,65
12/07/2003,F,1,70
13/07/2003,C,7,67
14/07/2003,F,6,70
15/07/2003,A,10,65
16/07/2003,D,6,68
17/07/2003,D,9,68
18/07/2003,D,2,68
19/07/2003,F,3,70
20/07/2003,A,1,65
21/07/2003,B,7,66
22/07/2003,B,2,66
23/07/2003,A,2,65
24/07/2003,F,3,70
25/07/2003,D,1,68
26/07/2003,B,6,66
27/07/2003,D,4,68
28/07/2003,E,1,69
29/07/2003,B,7,66
30/07/2003,A,4,65
31/07/2003,F,9,70
1/08/2003,D,3,68
2/08/2003,F,3,70
3/08/2003,B,3,66
4/08/2003,C,9,67
5/08/2003,F,1,70
6/08/2003,C,9,67
7/08/2003,B,4,66
8/08/2003,E,2,69
9/08/2003,D,2,68
10/08/2003,B,6,66
11/08/2003,F,6,70
12/08/2003,D,10,68
13/08/2003,C,7,67
14/08/2003,A,1,65
15/08/2003,E,7,69
16/08/2003,E,2,69
17/08/2003,D,1,68
18/08/2003,B,7,66
19/08/2003,E,5,69
20/08/2003,E,8,69
21/08/2003,F,4,70
22/08/2003,C,7,67
23/08/2003,C,1,67
24/08/2003,E,1,69
25/08/2003,C,10,67
26/08/2003,C,7,67
27/08/2003,E,1,69
28/08/2003,A,5,65
29/08/2003,D,3,68
30/08/2003,D,8,68
31/08/2003,D,6,68
1/09/2003,B,3,66
2/09/2003,A,5,65
3/09/2003,E,5,69
4/09/2003,B,6,66
5/09/2003,B,9,66
6/09/2003,C,2,67
7/09/2003,E,3,69
8/09/2003,E,10,69
9/09/2003,D,3,68
10/09/2003,C,8,67
11/09/2003,E,2,69
12/09/2003,E,2,69
13/09/2003,F,9,70
14/09/2003,B,5,66
15/09/2003,B,7,66
16/09/2003,F,10,70
17/09/2003,E,2,69
18/09/2003,C,8,67
19/09/2003,A,10,65
20/09/2003,A,1,65
21/09/2003,F,2,70
22/09/2003,B,3,66
23/09/2003,C,4,67
24/09/2003,F,5,70
25/09/2003,E,7,69
26/09/2003,C,6,67
27/09/2003,A,4,65
28/09/2003,B,10,66
29/09/2003,E,3,69
30/09/2003,C,5,67
1/10/2003,B,2,66
2/10/2003,E,4,69
3/10/2003,D,4,68
4/10/2003,A,6,65
5/10/2003,C,8,67
6/10/2003,F,1,70
7/10/2003,E,4,69
8/10/2003,C,7,67
9/10/2003,B,2,66
10/10/2003,D,9,68
11/10/2003,F,8,70
12/10/2003,C,5,67
13/10/2003,A,5,65
14/10/2003,A,7,65
15/10/2003,C,3,67
16/10/2003,A,6,65
17/10/2003,A,5,65
18/10/2003,A,6,65
19/10/2003,D,5,68
20/10/2003,E,6,69
21/10/2003,F,7,70
22/10/2003,D,9,68
23/10/2003,F,8,70
24/10/2003,C,10,67
25/10/2003,B,10,66
26/10/2003,A,2,65
27/10/2003,D,2,68
28/10/2003,B,4,66
29/10/2003,E,3,69
30/10/2003,B,6,66
31/10/2003,A,8,65
1/11/2003,A,3,65
2/11/2003,D,8,68
3/11/2003,F,1,70
4/11/2003,B,2,66
5/11/2003,B,10,66
6/11/2003,B,7,66
7/11/2003,A,8,65
8/11/2003,B,7,66
9/11/2003,F,7,70
10/11/2003,A,7,65
11/11/2003,B,9,66
12/11/2003,B,9,66
13/11/2003,E,5,69
14/11/2003,C,2,67
15/11/2003,B,8,66
16/11/2003,D,3,68
17/11/2003,A,4,65
18/11/2003,A,1,65
19/11/2003,D,3,68
20/11/2003,F,1,70
21/11/2003,F,1,70
22/11/2003,F,9,70
23/11/2003,C,7,67
24/11/2003,D,7,68
25/11/2003,F,9,70
26/11/2003,C,10,67
27/11/2003,C,5,67
28/11/2003,C,1,67
29/11/2003,E,10,69
30/11/2003,E,8,69
1/12/2003,A,5,65
2/12/2003,F,3,70
3/12/2003,F,2,70
4/12/2003,A,4,65
5/12/2003,F,9,70
6/12/2003,E,8,69
7/12/2003,B,2,66
8/12/2003,C,8,67
9/12/2003,C,3,67
10/12/2003,E,8,69
11/12/2003,F,4,70
12/12/2003,E,10,69
13/12/2003,F,5,70
14/12/2003,F,2,70
15/12/2003,F,6,70
16/12/2003,B,9,66
17/12/2003,F,9,70
18/12/2003,C,3,67
19/12/2003,E,2,69
20/12/2003,D,4,68
21/12/2003,E,2,69
22/12/2003,E,2,69
23/12/2003,F,3,70
24/12/2003,A,1,65
25/12/2003,F,5,70
26/12/2003,B,4,66
27/12/2003,B,4,66
28/12/2003,E,9,69
29/12/2003,C,5,67
30/12/2003,B,4,66
31/12/2003,E,4,69
1/01/2004,E,10,69
2/01/2004,E,9,69
3/01/2004,D,5,68
4/01/2004,F,3,70
5/01/2004,A,6,65
6/01/2004,B,4,66
7/01/2004,E,1,69
8/01/2004,F,2,70
9/01/2004,A,7,65
10/01/2004,A,8,65
11/01/2004,B,2,66
12/01/2004,F,2,70
13/01/2004,E,1,69
14/01/2004,A,7,65
15/01/2004,A,9,65
16/01/2004,F,1,70
17/01/2004,A,6,65
18/01/2004,A,8,65
19/01/2004,A,8,65
20/01/2004,C,4,67
21/01/2004,C,5,67
22/01/2004,A,2,65
23/01/2004,A,2,65
24/01/2004,B,8,66
25/01/2004,D,7,68
26/01/2004,D,6,68
27/01/2004,C,10,67
28/01/2004,D,6,68
29/01/2004,C,10,67
30/01/2004,A,4,65
31/01/2004,D,10,68
1/02/2004,B,5,66
2/02/2004,E,8,69
3/02/2004,D,6,68
4/02/2004,D,5,68
5/02/2004,A,2,65
6/02/2004,D,1,68
7/02/2004,A,10,65
8/02/2004,C,9,67
9/02/2004,B,5,66
10/02/2004,E,3,69
11/02/2004,B,3,66
12/02/2004,E,1,69
13/02/2004,C,2,67
14/02/2004,C,5,67
15/02/2004,B,9,66
16/02/2004,A,7,65
17/02/2004,C,1,67
18/02/2004,E,3,69
19/02/2004,C,9,67
20/02/2004,C,9,67
21/02/2004,F,5,70
22/02/2004,C,10,67
23/02/2004,A,8,65
24/02/2004,F,8,70
25/02/2004,E,8,69
26/02/2004,A,7,65
27/02/2004,B,2,66
28/02/2004,D,8,68
29/02/2004,B,7,66
1/03/2004,D,1,68
2/03/2004,C,10,67
3/03/2004,B,4,66
4/03/2004,F,5,70
5/03/2004,F,10,70
6/03/2004,B,2,66
7/03/2004,A,8,65
8/03/2004,C,10,67
9/03/2004,A,2,65
10/03/2004,E,10,69
11/03/2004,A,9,65
12/03/2004,A,8,65
13/03/2004,B,5,66
14/03/2004,C,8,67
15/03/2004,A,10,65
16/03/2004,F,1,70
17/03/2004,B,2,66
18/03/2004,D,2,68
19/03/2004,B,9,66
20/03/2004,E,6,69
21/03/2004,E,1,69
22/03/2004,D,1,68
23/03/2004,E,6,69
24/03/2004,E,2,69
25/03/2004,C,7,67
26/03/2004,A,3,65
27/03/2004,B,8,66
28/03/2004,A,2,65
29/03/2004,F,10,70
30/03/2004,D,1,68
31/03/2004,F,7,70
1/04/2004,C,4,67
2/04/2004,C,1,67
3/04/2004,A,10,65
4/04/2004,B,1,66
5/04/2004,D,4,68
6/04/2004,A,3,65
7/04/2004,A,9,65
8/04/2004,F,8,70
9/04/2004,A,3,65
10/04/2004,F,5,70
11/04/2004,D,6,68
12/04/2004,E,9,69
13/04/2004,F,2,70
14/04/2004,C,5,67
15/04/2004,F,9,70
16/04/2004,C,4,67
17/04/2004,E,2,69
18/04/2004,E,5,69
19/04/2004,F,5,70
20/04/2004,C,4,67
21/04/2004,B,4,66
22/04/2004,F,6,70
23/04/2004,F,4,70
24/04/2004,E,8,69
25/04/2004,C,3,67
26/04/2004,C,2,67
27/04/2004,C,7,67
28/04/2004,B,7,66
29/04/2004,F,6,70
30/04/2004,E,7,69
1/05/2004,B,2,66
2/05/2004,E,10,69
3/05/2004,C,9,67
4/05/2004,E,6,69
5/05/2004,E,2,69
6/05/2004,A,6,65
7/05/2004,F,6,70
8/05/2004,E,2,69
9/05/2004,E,1,69
10/05/2004,B,8,66
11/05/2004,D,9,68
12/05/2004,C,10,67
13/05/2004,F,4,70
14/05/2004,F,4,70
15/05/2004,D,10,68
16/05/2004,F,9,70
17/05/2004,D,10,68
18/05/2004,B,8,66
19/05/2004,F,5,70
20/05/2004,E,7,69
21/05/2004,A,4,65
22/05/2004,B,5,66
23/05/2004,A,7,65
24/05/2004,C,2,67
25/05/2004,C,6,67
26/05/2004,D,10,68
27/05/2004,A,6,65
28/05/2004,D,6,68
29/05/2004,A,8,65
30/05/2004,A,2,65
31/05/2004,E,3,69
1/06/2004,B,2,66
2/06/2004,D,4,68
3/06/2004,C,2,67
4/06/2004,D,7,68
5/06/2004,E,10,69
6/06/2004,E,1,69
7/06/2004,C,7,67
8/06/2004,D,1,68
9/06/2004,C,6,67
10/06/2004,E,6,69
11/06/2004,E,10,69
12/06/2004,F,8,70
13/06/2004,F,6,70
14/06/2004,E,7,69
15/06/2004,E,1,69
16/06/2004,C,6,67
17/06/2004,E,10,69
18/06/2004,B,5,66
19/06/2004,C,8,67
20/06/2004,A,3,65
21/06/2004,D,10,68
22/06/2004,A,2,65
23/06/2004,F,8,70
24/06/2004,A,5,65
25/06/2004,F,1,70
26/06/2004,E,1,69
27/06/2004,D,1,68
28/06/2004,F,7,70
29/06/2004,F,8,70
30/06/2004,E,7,69
1/07/2004,B,9,66
2/07/2004,E,6,69
3/07/2004,B,2,66
4/07/2004,F,10,70
5/07/2004,A,9,65
6/07/2004,F,5,70
7/07/2004,D,10,68
8/07/2004,E,9,69
9/07/2004,F,8,70
10/07/2004,D,1,68
11/07/2004,B,7,66
12/07/2004,C,7,67
13/07/2004,A,5,65
14/07/2004,B,9,66
15/07/2004,A,8,65
16/07/2004,D,6,68
17/07/2004,A,1,65
18/07/2004,B,5,66
19/07/2004,D,5,68
20/07/2004,C,3,67
21/07/2004,F,4,70
22/07/2004,D,6,68
23/07/2004,D,6,68
24/07/2004,C,7,67
25/07/2004,A,7,65
26/07/2004,C,2,67
27/07/2004,C,6,67
28/07/2004,E,2,69
29/07/2004,B,5,66
30/07/2004,E,9,69
31/07/2004,B,2,66
1/08/2004,E,9,69
2/08/2004,C,3,67
3/08/2004,B,5,66
4/08/2004,A,4,65
5/08/2004,F,7,70
6/08/2004,F,10,70
7/08/2004,C,3,67
8/08/2004,C,3,67
9/08/2004,C,7,67
10/08/2004,F,3,70
11/08/2004,B,4,66
12/08/2004,D,7,68
13/08/2004,A,6,65
14/08/2004,D,7,68
15/08/2004,E,9,69
16/08/2004,B,9,66
17/08/2004,D,7,68
18/08/2004,D,4,68
19/08/2004,F,9,70
20/08/2004,A,5,65
21/08/2004,A,6,65
22/08/2004,F,2,70
23/08/2004,E,3,69
24/08/2004,F,2,70
25/08/2004,D,3,68
26/08/2004,B,7,66
27/08/2004,E,8,69
28/08/2004,A,8,65
29/08/2004,B,7,66
30/08/2004,C,4,67
31/08/2004,F,1,70
1/09/2004,A,8,65
2/09/2004,B,3,66
3/09/2004,C,5,67
4/09/2004,B,1,66
5/09/2004,D,6,68
6/09/2004,E,4,69
7/09/2004,F,7,70
8/09/2004,B,10,66
9/09/2004,D,5,68
10/09/2004,A,1,65
11/09/2004,E,2,69
12/09/2004,F,7,70
13/09/2004,E,7,69
14/09/2004,A,7,65
15/09/2004,C,6,67
16/09/2004,F,2,70
17/09/2004,D,6,68
18/09/2004,D,4,68
19/09/2004,B,4,66
20/09/2004,F,8,70
21/09/2004,A,8,65
22/09/2004,C,5,67
23/09/2004,F,9,70
24/09/2004,E,3,69
25/09/2004,F,6,70
26/09/2004,D,7,68
27/09/2004,B,10,66
28/09/2004,A,1,65
29/09/2004,B,9,66
30/09/2004,C,8,67
1/10/2004,C,8,67
2/10/2004,F,10,70
3/10/2004,D,2,68
4/10/2004,F,3,70
5/10/2004,E,9,69
6/10/2004,C,7,67
7/10/2004,D,1,68
8/10/2004,E,7,69
9/10/2004,F,2,70
10/10/2004,D,1,68
11/10/2004,F,10,70
12/10/2004,D,6,68
13/10/2004,D,9,68
14/10/2004,B,5,66
15/10/2004,A,6,65
16/10/2004,C,7,67
17/10/2004,C,5,67
18/10/2004,E,5,69
19/10/2004,F,5,70
20/10/2004,D,8,68
21/10/2004,F,10,70
22/10/2004,E,4,69
23/10/2004,A,1,65
24/10/2004,E,6,69
25/10/2004,D,8,68
26/10/2004,E,9,69
27/10/2004,A,6,65
28/10/2004,E,2,69
29/10/2004,F,10,70
30/10/2004,E,10,69
31/10/2004,E,8,69
1/11/2004,E,2,69
2/11/2004,B,4,66
3/11/2004,E,9,69
4/11/2004,F,2,70
5/11/2004,E,10,69
6/11/2004,E,3,69
7/11/2004,B,9,66
8/11/2004,D,5,68
9/11/2004,D,3,68
10/11/2004,E,7,69
11/11/2004,F,9,70
12/11/2004,A,2,65
13/11/2004,C,6,67
14/11/2004,C,9,67
15/11/2004,C,4,67
16/11/2004,E,3,69
17/11/2004,C,9,67
18/11/2004,A,10,65
19/11/2004,C,10,67
20/11/2004,D,3,68
21/11/2004,B,7,66
22/11/2004,D,5,68
23/11/2004,B,3,66
24/11/2004,E,10,69
25/11/2004,F,5,70
26/11/2004,C,1,67
27/11/2004,D,9,68
28/11/2004,B,9,66
29/11/2004,F,8,70
30/11/2004,A,9,65
1/12/2004,D,7,68
2/12/2004,E,8,69
3/12/2004,B,5,66
4/12/2004,B,9,66
5/12/2004,E,2,69
6/12/2004,C,7,67
7/12/2004,E,5,69
8/12/2004,F,10,70
9/12/2004,C,5,67
10/12/2004,F,10,70
11/12/2004,A,5,65
12/12/2004,F,7,70
13/12/2004,C,8,67
14/12/2004,D,4,68
15/12/2004,F,8,70
16/12/2004,E,3,69
17/12/2004,F,7,70
18/12/2004,D,6,68
19/12/2004,C,4,67
20/12/2004,F,4,70
21/12/2004,D,9,68
22/12/2004,C,1,67
23/12/2004,C,8,67
24/12/2004,C,5,67
25/12/2004,A,6,65
26/12/2004,A,7,65
27/12/2004,D,6,68
28/12/2004,A,8,65
29/12/2004,A,1,65
30/12/2004,A,2,65
31/12/2004,B,2,66
1/01/2005,D,8,68
2/01/2005,E,1,69
3/01/2005,F,1,70
4/01/2005,A,5,65
5/01/2005,B,8,66
6/01/2005,F,9,70
7/01/2005,F,8,70
8/01/2005,A,8,65
9/01/2005,F,3,70
10/01/2005,F,7,70
11/01/2005,B,2,66
12/01/2005,E,2,69
13/01/2005,A,1,65
14/01/2005,C,6,67
15/01/2005,B,6,66
16/01/2005,C,1,67
17/01/2005,A,8,65
18/01/2005,A,8,65
19/01/2005,E,8,69
20/01/2005,A,2,65
21/01/2005,F,5,70
22/01/2005,A,9,65
23/01/2005,D,8,68
24/01/2005,A,9,65
25/01/2005,F,8,70
26/01/2005,E,5,69
27/01/2005,B,10,66
28/01/2005,F,3,70
29/01/2005,B,10,66
30/01/2005,A,5,65
31/01/2005,E,3,69
1/02/2005,A,4,65
2/02/2005,C,4,67
3/02/2005,C,6,67
4/02/2005,B,9,66
5/02/2005,C,8,67
6/02/2005,C,2,67
7/02/2005,C,9,67
8/02/2005,D,3,68
9/02/2005,A,8,65
10/02/2005,E,1,69
11/02/2005,D,8,68
12/02/2005,C,3,67
13/02/2005,B,7,66
14/02/2005,F,6,70
15/02/2005,A,10,65
16/02/2005,E,3,69
17/02/2005,C,10,67
18/02/2005,D,6,68
19/02/2005,E,8,69
20/02/2005,C,4,67
21/02/2005,E,2,69
22/02/2005,C,10,67
23/02/2005,D,6,68
24/02/2005,D,2,68
25/02/2005,B,10,66
26/02/2005,C,7,67
27/02/2005,F,8,70
28/02/2005,A,4,65
1/03/2005,F,10,70
2/03/2005,E,7,69
3/03/2005,A,1,65
4/03/2005,D,5,68
5/03/2005,F,3,70
6/03/2005,A,1,65
7/03/2005,B,8,66
8/03/2005,D,4,68
9/03/2005,C,6,67
10/03/2005,C,2,67
11/03/2005,B,6,66
12/03/2005,C,7,67
13/03/2005,D,5,68
14/03/2005,A,8,65
15/03/2005,F,10,70
16/03/2005,D,9,68
17/03/2005,D,3,68
18/03/2005,A,4,65
19/03/2005,E,10,69
20/03/2005,B,4,66
21/03/2005,C,4,67
22/03/2005,D,6,68
23/03/2005,C,4,67
24/03/2005,F,4,70
25/03/2005,B,4,66
26/03/2005,D,6,68
27/03/2005,F,8,70
28/03/2005,C,9,67
29/03/2005,F,2,70
30/03/2005,B,8,66
31/03/2005,E,8,69
1/04/2005,A,5,65
2/04/2005,D,8,68
3/04/2005,F,4,70
4/04/2005,F,2,70
5/04/2005,F,4,70
6/04/2005,C,9,67
7/04/2005,F,3,70
8/04/2005,E,8,69
9/04/2005,D,2,68
10/04/2005,B,9,66
11/04/2005,E,10,69
12/04/2005,F,3,70
13/04/2005,B,1,66
14/04/2005,A,5,65
15/04/2005,A,1,65
16/04/2005,A,7,65
17/04/2005,E,4,69
18/04/2005,C,7,67
19/04/2005,C,2,67
20/04/2005,B,8,66
21/04/2005,E,9,69
22/04/2005,E,9,69
23/04/2005,A,7,65
24/04/2005,D,3,68
25/04/2005,C,1,67
26/04/2005,B,3,66
27/04/2005,A,1,65
28/04/2005,B,2,66
29/04/2005,B,2,66
30/04/2005,B,4,66
1/05/2005,F,3,70
2/05/2005,D,1,68
3/05/2005,F,1,70
4/05/2005,A,7,65
5/05/2005,A,10,65
6/05/2005,F,4,70
7/05/2005,E,8,69
8/05/2005,D,3,68
9/05/2005,C,3,67
10/05/2005,C,4,67
11/05/2005,F,9,70
12/05/2005,C,3,67
13/05/2005,D,1,68
14/05/2005,D,3,68
15/05/2005,B,5,66
16/05/2005,E,6,69
17/05/2005,E,5,69
18/05/2005,C,6,67
19/05/2005,E,6,69
20/05/2005,D,2,68
21/05/2005,E,7,69
22/05/2005,D,5,68
23/05/2005,A,8,65
24/05/2005,E,1,69
25/05/2005,E,10,69
26/05/2005,A,4,65
27/05/2005,D,2,68
28/05/2005,B,9,66
29/05/2005,B,2,66
30/05/2005,F,2,70
31/05/2005,F,3,70
1/06/2005,C,10,67
2/06/2005,E,9,69
3/06/2005,F,10,70
4/06/2005,A,5,65
5/06/2005,B,10,66
6/06/2005,A,9,65
7/06/2005,F,5,70
8/06/2005,B,7,66
9/06/2005,F,5,70
10/06/2005,C,9,67
11/06/2005,B,7,66
12/06/2005,F,5,70
13/06/2005,A,1,65
14/06/2005,E,3,69
15/06/2005,F,1,70
16/06/2005,C,9,67
17/06/2005,F,3,70
18/06/2005,E,5,69
19/06/2005,B,8,66
20/06/2005,E,6,69
21/06/2005,C,4,67
22/06/2005,B,3,66
23/06/2005,A,4,65
24/06/2005,F,8,70
25/06/2005,A,3,65
26/06/2005,A,2,65
27/06/2005,D,6,68
28/06/2005,B,3,66
29/06/2005,E,2,69
30/06/2005,C,7,67
1/07/2005,F,7,70
2/07/2005,A,2,65
3/07/2005,D,9,68
4/07/2005,A,4,65
5/07/2005,D,2,68
6/07/2005,C,9,67
7/07/2005,C,7,67
8/07/2005,E,8,69
9/07/2005,E,1,69
10/07/2005,B,7,66
11/07/2005,B,9,66
12/07/2005,A,4,65
13/07/2005,C,2,67
14/07/2005,C,7,67
15/07/2005,C,5,67
16/07/2005,E,3,69
17/07/2005,A,1,65
18/07/2005,E,8,69
19/07/2005,C,6,67
20/07/2005,B,9,66
21/07/2005,C,6,67
22/07/2005,C,9,67
23/07/2005,D,1,68
24/07/2005,E,4,69
25/07/2005,F,10,70
26/07/2005,D,6,68
27/07/2005,A,3,65
28/07/2005,C,6,67
29/07/2005,D,4,68
30/07/2005,E,6,69
31/07/2005,A,6,65
1/08/2005,C,10,67
2/08/2005,E,2,69
3/08/2005,D,8,68
4/08/2005,E,6,69
5/08/2005,C,9,67
6/08/2005,A,3,65
7/08/2005,A,5,65
8/08/2005,B,8,66
9/08/2005,B,2,66
10/08/2005,D,10,68
11/08/2005,E,7,69
12/08/2005,D,9,68
13/08/2005,C,7,67
14/08/2005,F,9,70
15/08/2005,F,9,70
16/08/2005,B,10,66
17/08/2005,F,4,70
18/08/2005,B,2,66
19/08/2005,F,9,70
20/08/2005,E,9,69
21/08/2005,C,10,67
22/08/2005,A,8,65
23/08/2005,B,9,66
24/08/2005,D,4,68
25/08/2005,C,5,67
26/08/2005,D,3,68
27/08/2005,B,5,66
28/08/2005,D,8,68
29/08/2005,E,4,69
30/08/2005,E,3,69
31/08/2005,B,5,66
1/09/2005,C,4,67
2/09/2005,F,6,70
3/09/2005,B,1,66
4/09/2005,D,10,68
5/09/2005,C,10,67
6/09/2005,A,10,65
7/09/2005,A,10,65
8/09/2005,C,1,67
9/09/2005,D,6,68
10/09/2005,B,8,66
11/09/2005,C,10,67
12/09/2005,B,4,66
13/09/2005,F,9,70
14/09/2005,E,6,69
15/09/2005,D,1,68
16/09/2005,C,8,67
17/09/2005,C,10,67
18/09/2005,C,2,67
19/09/2005,A,4,65
20/09/2005,C,10,67
21/09/2005,F,1,70
22/09/2005,D,8,68
23/09/2005,E,7,69
24/09/2005,C,9,67
25/09/2005,B,3,66
26/09/2005,C,2,67
27/09/2005,E,9,69
28/09/2005,F,9,70
29/09/2005,D,6,68
30/09/2005,B,9,66
1/10/2005,E,3,69
2/10/2005,C,7,67
3/10/2005,B,3,66
4/10/2005,E,6,69
5/10/2005,C,5,67
6/10/2005,A,7,65
7/10/2005,E,10,69
8/10/2005,A,1,65
9/10/2005,E,4,69
10/10/2005,D,10,68
11/10/2005,F,10,70
12/10/2005,B,6,66
13/10/2005,F,3,70
14/10/2005,C,4,67
15/10/2005,E,5,69
16/10/2005,F,10,70
17/10/2005,F,7,70
18/10/2005,B,3,66
19/10/2005,F,3,70
20/10/2005,A,1,65
21/10/2005,C,10,67
22/10/2005,A,2,65
23/10/2005,D,10,68
24/10/2005,B,10,66
25/10/2005,E,9,69
26/10/2005,F,1,70
27/10/2005,E,8,69
28/10/2005,F,8,70
